image_id,label,label_idx,mean_greenness_index,chlorosis_index,lesion_area_ratio,glcm_contrast,split
LEAF_LEAF_10024.jpg,Leaf_Blast,2,0.5199,0.3454,0.2399,55.75,train
LEAF_TUNG_10025.jpg,Tungro_Virus,4,0.2651,0.5489,0.3614,26.57,train
LEAF_HEAL_10026.jpg,Healthy_Leaf,3,0.8078,0.0673,0.0,17.58,train
LEAF_BACT_10027.jpg,Bacterial_Blight,0,0.3648,0.4514,0.424,33.66,test
LEAF_TUNG_10028.jpg,Tungro_Virus,4,0.3571,0.6774,0.4726,31.39,train
LEAF_BACT_10029.jpg,Bacterial_Blight,0,0.494,0.307,0.4039,44.63,train
LEAF_HEAL_10030.jpg,Healthy_Leaf,3,0.7424,0.0174,0.0,14.04,val
LEAF_HEAL_10031.jpg,Healthy_Leaf,3,0.8434,0.0226,0.0,12.79,train
LEAF_BROW_10032.jpg,Brown_Spot,1,0.5815,0.238,0.2926,48.23,train
LEAF_LEAF_10033.jpg,Leaf_Blast,2,0.3375,0.2976,0.2633,58.84,train
LEAF_LEAF_10034.jpg,Leaf_Blast,2,0.4401,0.3518,0.3093,57.44,train
LEAF_TUNG_10035.jpg,Tungro_Virus,4,0.2644,0.539,0.521,28.37,train
LEAF_LEAF_10036.jpg,Leaf_Blast,2,0.4685,0.2434,0.4452,52.36,val
LEAF_HEAL_10037.jpg,Healthy_Leaf,3,0.732,0.0676,0.0,14.31,val
LEAF_TUNG_10038.jpg,Tungro_Virus,4,0.2838,0.5819,0.5372,33.75,train
LEAF_HEAL_10039.jpg,Healthy_Leaf,3,0.7804,0.0446,0.0,12.85,train
LEAF_BROW_10040.jpg,Brown_Spot,1,0.5316,0.2072,0.2176,41.79,train
LEAF_BROW_10041.jpg,Brown_Spot,1,0.491,0.254,0.1664,42.99,train
LEAF_HEAL_10042.jpg,Healthy_Leaf,3,0.8075,0.0146,0.0,17.28,train
LEAF_HEAL_10043.jpg,Healthy_Leaf,3,0.8722,0.0403,0.0,13.38,train
LEAF_HEAL_10044.jpg,Healthy_Leaf,3,0.7578,0.0066,0.0,10.96,train
LEAF_BACT_10045.jpg,Bacterial_Blight,0,0.6129,0.3991,0.191,42.73,train
LEAF_TUNG_10046.jpg,Tungro_Virus,4,0.396,0.6102,0.6151,22.69,train
LEAF_BROW_10047.jpg,Brown_Spot,1,0.6491,0.2381,0.3323,44.88,train
LEAF_BACT_10048.jpg,Bacterial_Blight,0,0.4054,0.2603,0.216,45.72,train
LEAF_BROW_10049.jpg,Brown_Spot,1,0.6126,0.2529,0.3609,47.43,train
LEAF_BACT_10050.jpg,Bacterial_Blight,0,0.5528,0.3679,0.3249,41.24,train
LEAF_BROW_10051.jpg,Brown_Spot,1,0.5288,0.2192,0.3467,49.12,train
LEAF_TUNG_10052.jpg,Tungro_Virus,4,0.3243,0.5411,0.4708,31.54,train
LEAF_HEAL_10053.jpg,Healthy_Leaf,3,0.7568,0.0276,0.0,11.79,train
LEAF_LEAF_10054.jpg,Leaf_Blast,2,0.479,0.3407,0.2933,58.14,train
LEAF_HEAL_10055.jpg,Healthy_Leaf,3,0.6906,0.0156,0.0,11.16,test
LEAF_TUNG_10056.jpg,Tungro_Virus,4,0.3897,0.7042,0.406,26.37,test
LEAF_LEAF_10057.jpg,Leaf_Blast,2,0.4709,0.2634,0.4354,50.33,train
LEAF_TUNG_10058.jpg,Tungro_Virus,4,0.3712,0.5583,0.3887,35.65,train
LEAF_BROW_10059.jpg,Brown_Spot,1,0.5946,0.3102,0.1482,49.62,val
LEAF_BACT_10060.jpg,Bacterial_Blight,0,0.5334,0.3381,0.3193,27.55,test
LEAF_BROW_10061.jpg,Brown_Spot,1,0.6439,0.2807,0.3015,42.4,val
LEAF_HEAL_10062.jpg,Healthy_Leaf,3,0.7902,0.0631,0.0,11.55,test
LEAF_TUNG_10063.jpg,Tungro_Virus,4,0.2801,0.6888,0.2463,34.28,test
LEAF_BACT_10064.jpg,Bacterial_Blight,0,0.4558,0.3797,0.2654,37.76,train
LEAF_BACT_10065.jpg,Bacterial_Blight,0,0.5817,0.4263,0.3594,38.44,train
LEAF_BROW_10066.jpg,Brown_Spot,1,0.496,0.2729,0.2242,50.9,test
LEAF_BACT_10067.jpg,Bacterial_Blight,0,0.5179,0.3833,0.5021,40.03,train
LEAF_LEAF_10068.jpg,Leaf_Blast,2,0.546,0.4271,0.34,58.83,train
LEAF_BROW_10069.jpg,Brown_Spot,1,0.509,0.1822,0.282,34.14,train
LEAF_TUNG_10070.jpg,Tungro_Virus,4,0.2052,0.609,0.5071,31.88,train
LEAF_TUNG_10071.jpg,Tungro_Virus,4,0.3645,0.6981,0.52,27.47,test
LEAF_BACT_10072.jpg,Bacterial_Blight,0,0.4741,0.3631,0.3436,32.51,train
LEAF_TUNG_10073.jpg,Tungro_Virus,4,0.3365,0.6023,0.2048,24.39,train
LEAF_BACT_10074.jpg,Bacterial_Blight,0,0.5008,0.3981,0.4413,39.56,test
LEAF_HEAL_10075.jpg,Healthy_Leaf,3,0.7643,0.008,0.0,9.76,train
LEAF_LEAF_10076.jpg,Leaf_Blast,2,0.4928,0.242,0.3227,53.7,val
LEAF_LEAF_10077.jpg,Leaf_Blast,2,0.6138,0.3119,0.4538,59.19,train
LEAF_BACT_10078.jpg,Bacterial_Blight,0,0.4933,0.4693,0.3902,35.83,train
LEAF_BROW_10079.jpg,Brown_Spot,1,0.496,0.1635,0.3067,50.32,train
LEAF_LEAF_10080.jpg,Leaf_Blast,2,0.439,0.2659,0.4701,58.87,test
LEAF_BACT_10081.jpg,Bacterial_Blight,0,0.5065,0.3791,0.3837,36.59,test
LEAF_LEAF_10082.jpg,Leaf_Blast,2,0.3168,0.3786,0.2203,51.14,train
LEAF_BACT_10083.jpg,Bacterial_Blight,0,0.474,0.3139,0.359,41.74,train
LEAF_HEAL_10084.jpg,Healthy_Leaf,3,0.7655,0.0311,0.0,11.55,train
LEAF_BACT_10085.jpg,Bacterial_Blight,0,0.4148,0.3465,0.2053,37.04,train
LEAF_LEAF_10086.jpg,Leaf_Blast,2,0.4418,0.3029,0.3963,60.43,train
LEAF_TUNG_10087.jpg,Tungro_Virus,4,0.3711,0.5304,0.3764,30.32,train
LEAF_BROW_10088.jpg,Brown_Spot,1,0.6862,0.2345,0.1824,31.85,val
LEAF_BACT_10089.jpg,Bacterial_Blight,0,0.5481,0.3207,0.3223,42.84,train
LEAF_BACT_10090.jpg,Bacterial_Blight,0,0.6019,0.2326,0.2552,33.48,train
LEAF_BACT_10091.jpg,Bacterial_Blight,0,0.3951,0.3407,0.2581,36.25,test
LEAF_LEAF_10092.jpg,Leaf_Blast,2,0.5344,0.3458,0.2713,51.98,train
LEAF_LEAF_10093.jpg,Leaf_Blast,2,0.4148,0.4107,0.3151,47.32,train
LEAF_LEAF_10094.jpg,Leaf_Blast,2,0.2969,0.3659,0.3525,52.89,train
LEAF_BACT_10095.jpg,Bacterial_Blight,0,0.4434,0.3424,0.2894,35.93,train
LEAF_BACT_10096.jpg,Bacterial_Blight,0,0.2798,0.4211,0.3512,37.58,test
LEAF_HEAL_10097.jpg,Healthy_Leaf,3,0.7438,0.0293,0.0,13.56,train
LEAF_LEAF_10098.jpg,Leaf_Blast,2,0.4666,0.3653,0.2814,48.05,train
LEAF_LEAF_10099.jpg,Leaf_Blast,2,0.3698,0.2679,0.3224,41.33,train
LEAF_BACT_10100.jpg,Bacterial_Blight,0,0.5438,0.547,0.1911,37.26,train
LEAF_BACT_10101.jpg,Bacterial_Blight,0,0.4474,0.3439,0.3808,43.53,train
LEAF_LEAF_10102.jpg,Leaf_Blast,2,0.5117,0.1761,0.2571,53.19,train
LEAF_BACT_10103.jpg,Bacterial_Blight,0,0.4872,0.4093,0.4464,37.4,val
LEAF_BACT_10104.jpg,Bacterial_Blight,0,0.4891,0.3609,0.2945,40.72,train
LEAF_BROW_10105.jpg,Brown_Spot,1,0.5924,0.2365,0.2769,43.5,train
LEAF_LEAF_10106.jpg,Leaf_Blast,2,0.5541,0.3736,0.2741,40.94,test
LEAF_BROW_10107.jpg,Brown_Spot,1,0.5211,0.2946,0.2257,39.69,test
LEAF_LEAF_10108.jpg,Leaf_Blast,2,0.473,0.2388,0.314,55.57,train
LEAF_TUNG_10109.jpg,Tungro_Virus,4,0.3948,0.541,0.4904,23.63,val
LEAF_BACT_10110.jpg,Bacterial_Blight,0,0.4146,0.4706,0.3522,36.26,val
LEAF_BACT_10111.jpg,Bacterial_Blight,0,0.5463,0.4572,0.2844,35.86,val
LEAF_HEAL_10112.jpg,Healthy_Leaf,3,0.7524,0.0677,0.0,14.52,train
LEAF_BROW_10113.jpg,Brown_Spot,1,0.4459,0.2244,0.2302,50.01,train
LEAF_LEAF_10114.jpg,Leaf_Blast,2,0.4644,0.4851,0.3317,52.33,test
LEAF_TUNG_10115.jpg,Tungro_Virus,4,0.4269,0.6272,0.4717,29.77,train
LEAF_LEAF_10116.jpg,Leaf_Blast,2,0.3427,0.4321,0.3665,52.7,test
LEAF_LEAF_10117.jpg,Leaf_Blast,2,0.6531,0.3367,0.2971,51.07,train
LEAF_HEAL_10118.jpg,Healthy_Leaf,3,0.8226,-0.0064,0.0,12.04,train
LEAF_HEAL_10119.jpg,Healthy_Leaf,3,0.8114,0.0099,0.0,11.98,train
LEAF_BACT_10120.jpg,Bacterial_Blight,0,0.4795,0.3009,0.3844,37.21,train
LEAF_LEAF_10121.jpg,Leaf_Blast,2,0.3686,0.3362,0.2781,50.85,test
LEAF_LEAF_10122.jpg,Leaf_Blast,2,0.3958,0.3105,0.2796,56.72,test
LEAF_BACT_10123.jpg,Bacterial_Blight,0,0.6856,0.3136,0.4311,24.7,train
LEAF_BROW_10124.jpg,Brown_Spot,1,0.4376,0.2602,0.2374,43.47,test
LEAF_BROW_10125.jpg,Brown_Spot,1,0.5783,0.1837,0.1983,44.58,train
LEAF_HEAL_10126.jpg,Healthy_Leaf,3,0.7755,0.0406,0.0,11.09,train
LEAF_BACT_10127.jpg,Bacterial_Blight,0,0.4217,0.3859,0.3096,40.5,train
LEAF_BACT_10128.jpg,Bacterial_Blight,0,0.3957,0.4288,0.2448,39.17,train
LEAF_HEAL_10129.jpg,Healthy_Leaf,3,0.7926,0.0269,0.0,10.63,test
LEAF_BACT_10130.jpg,Bacterial_Blight,0,0.3464,0.4859,0.2207,33.92,train
LEAF_LEAF_10131.jpg,Leaf_Blast,2,0.5105,0.2011,0.4622,36.81,train
LEAF_BROW_10132.jpg,Brown_Spot,1,0.588,0.2485,0.1999,53.08,train
LEAF_BROW_10133.jpg,Brown_Spot,1,0.6709,0.2836,0.1826,42.49,val
LEAF_TUNG_10134.jpg,Tungro_Virus,4,0.2427,0.5881,0.287,30.21,train
LEAF_HEAL_10135.jpg,Healthy_Leaf,3,0.7565,0.0505,0.0,15.74,train
LEAF_BACT_10136.jpg,Bacterial_Blight,0,0.6056,0.3705,0.3845,39.92,train
LEAF_BACT_10137.jpg,Bacterial_Blight,0,0.2904,0.3591,0.3359,30.83,train
LEAF_BROW_10138.jpg,Brown_Spot,1,0.5607,0.3171,0.167,48.44,train
LEAF_HEAL_10139.jpg,Healthy_Leaf,3,0.6923,0.0419,0.0,12.86,train
LEAF_BACT_10140.jpg,Bacterial_Blight,0,0.5286,0.2888,0.3196,34.71,train
LEAF_BROW_10141.jpg,Brown_Spot,1,0.4953,0.2621,0.2308,42.99,train
LEAF_HEAL_10142.jpg,Healthy_Leaf,3,0.7021,0.032,0.0,13.5,train
LEAF_BROW_10143.jpg,Brown_Spot,1,0.5573,0.1619,0.2886,37.08,train
LEAF_TUNG_10144.jpg,Tungro_Virus,4,0.3064,0.6453,0.5119,33.15,val
LEAF_BROW_10145.jpg,Brown_Spot,1,0.5944,0.1737,0.2165,49.91,train
LEAF_HEAL_10146.jpg,Healthy_Leaf,3,0.7867,0.0489,0.0,12.07,test
LEAF_TUNG_10147.jpg,Tungro_Virus,4,0.3877,0.5736,0.4035,31.55,val
LEAF_BACT_10148.jpg,Bacterial_Blight,0,0.3676,0.4101,0.2366,44.39,val
LEAF_BACT_10149.jpg,Bacterial_Blight,0,0.513,0.2642,0.268,43.22,train
LEAF_TUNG_10150.jpg,Tungro_Virus,4,0.239,0.6268,0.5213,28.19,val
LEAF_TUNG_10151.jpg,Tungro_Virus,4,0.3934,0.5253,0.399,18.06,train
LEAF_TUNG_10152.jpg,Tungro_Virus,4,0.2191,0.4393,0.3627,31.17,train
LEAF_BROW_10153.jpg,Brown_Spot,1,0.4496,0.1975,0.104,37.76,train
LEAF_BACT_10154.jpg,Bacterial_Blight,0,0.4667,0.3305,0.5048,34.68,train
LEAF_TUNG_10155.jpg,Tungro_Virus,4,0.39,0.7097,0.293,28.3,train
LEAF_BROW_10156.jpg,Brown_Spot,1,0.5589,0.2189,0.1902,43.99,test
LEAF_TUNG_10157.jpg,Tungro_Virus,4,0.2976,0.4861,0.5296,32.19,train
LEAF_HEAL_10158.jpg,Healthy_Leaf,3,0.7447,0.0259,0.0,17.21,train
LEAF_BACT_10159.jpg,Bacterial_Blight,0,0.555,0.3582,0.3667,40.72,train
LEAF_BACT_10160.jpg,Bacterial_Blight,0,0.5667,0.2751,0.2194,42.42,train
LEAF_BACT_10161.jpg,Bacterial_Blight,0,0.4039,0.4217,0.2351,20.6,train
LEAF_HEAL_10162.jpg,Healthy_Leaf,3,0.7365,0.0665,0.0,10.24,train
LEAF_BROW_10163.jpg,Brown_Spot,1,0.5368,0.2653,0.276,47.53,test
LEAF_HEAL_10164.jpg,Healthy_Leaf,3,0.8051,0.0571,0.0,14.52,val
LEAF_BACT_10165.jpg,Bacterial_Blight,0,0.6025,0.3578,0.2533,34.55,val
LEAF_HEAL_10166.jpg,Healthy_Leaf,3,0.8047,0.0355,0.0,12.51,train
LEAF_LEAF_10167.jpg,Leaf_Blast,2,0.452,0.3063,0.4178,42.55,train
LEAF_HEAL_10168.jpg,Healthy_Leaf,3,0.7933,0.032,0.0,13.58,train
LEAF_LEAF_10169.jpg,Leaf_Blast,2,0.4538,0.3123,0.3868,50.7,val
LEAF_BACT_10170.jpg,Bacterial_Blight,0,0.4476,0.2714,0.3972,35.6,test
LEAF_TUNG_10171.jpg,Tungro_Virus,4,0.3277,0.6094,0.3974,27.48,val
LEAF_HEAL_10172.jpg,Healthy_Leaf,3,0.6782,0.006,0.0,11.69,test
LEAF_BROW_10173.jpg,Brown_Spot,1,0.4339,0.2411,0.2589,50.92,train
LEAF_BACT_10174.jpg,Bacterial_Blight,0,0.5697,0.4586,0.3022,32.27,test
LEAF_BROW_10175.jpg,Brown_Spot,1,0.4341,0.333,0.2739,43.76,train
LEAF_BACT_10176.jpg,Bacterial_Blight,0,0.4859,0.3662,0.396,36.29,train
LEAF_TUNG_10177.jpg,Tungro_Virus,4,0.3362,0.5616,0.5208,30.89,val
LEAF_HEAL_10178.jpg,Healthy_Leaf,3,0.7328,0.0465,0.0,15.0,train
LEAF_BACT_10179.jpg,Bacterial_Blight,0,0.5193,0.4025,0.2594,31.21,train
LEAF_BACT_10180.jpg,Bacterial_Blight,0,0.4547,0.2845,0.3652,34.83,train
LEAF_BACT_10181.jpg,Bacterial_Blight,0,0.5597,0.3696,0.2649,50.36,train
LEAF_HEAL_10182.jpg,Healthy_Leaf,3,0.7552,0.0474,0.0,13.46,train
LEAF_LEAF_10183.jpg,Leaf_Blast,2,0.4289,0.2718,0.5662,51.84,val
LEAF_LEAF_10184.jpg,Leaf_Blast,2,0.3799,0.3026,0.3258,51.4,train
LEAF_BROW_10185.jpg,Brown_Spot,1,0.5337,0.1969,0.2793,48.74,train
LEAF_BACT_10186.jpg,Bacterial_Blight,0,0.502,0.3321,0.465,39.79,test
LEAF_HEAL_10187.jpg,Healthy_Leaf,3,0.751,0.0618,0.0,12.73,val
LEAF_LEAF_10188.jpg,Leaf_Blast,2,0.526,0.3281,0.5464,49.41,train
LEAF_BROW_10189.jpg,Brown_Spot,1,0.5343,0.1984,0.1882,48.71,train
LEAF_LEAF_10190.jpg,Leaf_Blast,2,0.5403,0.2347,0.4178,44.11,train
LEAF_BACT_10191.jpg,Bacterial_Blight,0,0.5251,0.4455,0.3111,42.66,train
LEAF_BROW_10192.jpg,Brown_Spot,1,0.5811,0.1719,0.3401,44.37,test
LEAF_TUNG_10193.jpg,Tungro_Virus,4,0.4268,0.4494,0.3927,31.2,train
LEAF_LEAF_10194.jpg,Leaf_Blast,2,0.4643,0.3964,0.4199,54.81,test
LEAF_BACT_10195.jpg,Bacterial_Blight,0,0.4252,0.3994,0.2967,29.75,test
LEAF_BROW_10196.jpg,Brown_Spot,1,0.5165,0.1383,0.2341,38.07,train
LEAF_TUNG_10197.jpg,Tungro_Virus,4,0.3392,0.6446,0.3254,32.43,train
LEAF_TUNG_10198.jpg,Tungro_Virus,4,0.2775,0.4555,0.4228,19.62,val
LEAF_BROW_10199.jpg,Brown_Spot,1,0.5378,0.2824,0.1365,39.97,train
LEAF_BACT_10200.jpg,Bacterial_Blight,0,0.5217,0.4308,0.4178,44.07,val
LEAF_LEAF_10201.jpg,Leaf_Blast,2,0.4428,0.2788,0.3842,49.71,train
LEAF_LEAF_10202.jpg,Leaf_Blast,2,0.4059,0.2908,0.2569,50.67,train
LEAF_BACT_10203.jpg,Bacterial_Blight,0,0.5159,0.3884,0.3562,37.33,train
LEAF_LEAF_10204.jpg,Leaf_Blast,2,0.5369,0.239,0.3863,45.43,train
LEAF_TUNG_10205.jpg,Tungro_Virus,4,0.3587,0.6021,0.3849,32.29,train
LEAF_HEAL_10206.jpg,Healthy_Leaf,3,0.7718,0.0394,0.0,16.51,train
LEAF_TUNG_10207.jpg,Tungro_Virus,4,0.2931,0.5854,0.4698,29.8,train
LEAF_BACT_10208.jpg,Bacterial_Blight,0,0.3928,0.4779,0.2583,39.48,train
LEAF_TUNG_10209.jpg,Tungro_Virus,4,0.3803,0.5598,0.4841,33.74,val
LEAF_TUNG_10210.jpg,Tungro_Virus,4,0.2189,0.5053,0.5547,30.28,val
LEAF_HEAL_10211.jpg,Healthy_Leaf,3,0.8445,0.0348,0.0,12.74,train
LEAF_BROW_10212.jpg,Brown_Spot,1,0.448,0.1861,0.1214,39.69,train
LEAF_BROW_10213.jpg,Brown_Spot,1,0.6287,0.1853,0.1839,46.02,train
LEAF_LEAF_10214.jpg,Leaf_Blast,2,0.394,0.1426,0.2885,52.41,train
LEAF_BACT_10215.jpg,Bacterial_Blight,0,0.5701,0.3106,0.1974,45.23,train
LEAF_LEAF_10216.jpg,Leaf_Blast,2,0.3041,0.3476,0.4018,50.23,test
LEAF_BACT_10217.jpg,Bacterial_Blight,0,0.5114,0.3687,0.3642,37.83,train
LEAF_BROW_10218.jpg,Brown_Spot,1,0.4535,0.2985,0.183,33.53,train
LEAF_HEAL_10219.jpg,Healthy_Leaf,3,0.7998,0.0279,0.0,9.33,train
LEAF_BACT_10220.jpg,Bacterial_Blight,0,0.4025,0.4131,0.4677,39.11,train
LEAF_LEAF_10221.jpg,Leaf_Blast,2,0.5618,0.2947,0.2979,52.45,train
LEAF_TUNG_10222.jpg,Tungro_Virus,4,0.3924,0.6107,0.4216,29.6,train
LEAF_LEAF_10223.jpg,Leaf_Blast,2,0.542,0.2789,0.3252,57.26,train
LEAF_HEAL_10224.jpg,Healthy_Leaf,3,0.8201,0.0288,0.0,16.14,train
LEAF_LEAF_10225.jpg,Leaf_Blast,2,0.3837,0.4556,0.2386,55.67,test
LEAF_BACT_10226.jpg,Bacterial_Blight,0,0.4212,0.4535,0.4499,30.32,train
LEAF_LEAF_10227.jpg,Leaf_Blast,2,0.4714,0.322,0.3498,54.9,train
LEAF_BROW_10228.jpg,Brown_Spot,1,0.4659,0.2988,0.2862,46.82,train
LEAF_BROW_10229.jpg,Brown_Spot,1,0.4826,0.195,0.1773,41.48,train
LEAF_BACT_10230.jpg,Bacterial_Blight,0,0.4642,0.3427,0.3761,43.16,train
LEAF_LEAF_10231.jpg,Leaf_Blast,2,0.4587,0.2179,0.239,56.86,val
LEAF_LEAF_10232.jpg,Leaf_Blast,2,0.6057,0.3068,0.2887,45.07,train
LEAF_BACT_10233.jpg,Bacterial_Blight,0,0.5304,0.475,0.2955,44.57,val
LEAF_TUNG_10234.jpg,Tungro_Virus,4,0.2471,0.5373,0.3093,28.29,val
LEAF_LEAF_10235.jpg,Leaf_Blast,2,0.5124,0.2476,0.3703,48.31,val
LEAF_HEAL_10236.jpg,Healthy_Leaf,3,0.7981,0.0186,0.0,10.72,train
LEAF_BACT_10237.jpg,Bacterial_Blight,0,0.487,0.4225,0.2522,29.99,train
LEAF_LEAF_10238.jpg,Leaf_Blast,2,0.5169,0.3022,0.3726,51.99,test
LEAF_BACT_10239.jpg,Bacterial_Blight,0,0.4449,0.45,0.3655,41.0,train
LEAF_BACT_10240.jpg,Bacterial_Blight,0,0.385,0.3588,0.2371,44.57,test
LEAF_LEAF_10241.jpg,Leaf_Blast,2,0.432,0.3138,0.5718,49.9,val
LEAF_BACT_10242.jpg,Bacterial_Blight,0,0.2779,0.3838,0.2903,33.04,train
LEAF_BACT_10243.jpg,Bacterial_Blight,0,0.5206,0.3832,0.1758,34.77,train
LEAF_BROW_10244.jpg,Brown_Spot,1,0.5398,0.2103,0.2524,37.31,train
LEAF_BACT_10245.jpg,Bacterial_Blight,0,0.4249,0.3762,0.2749,35.95,train
LEAF_BROW_10246.jpg,Brown_Spot,1,0.5412,0.2186,0.2209,40.63,test
LEAF_HEAL_10247.jpg,Healthy_Leaf,3,0.7033,0.0582,0.0,13.5,train
LEAF_BACT_10248.jpg,Bacterial_Blight,0,0.6631,0.3723,0.3991,35.46,train
LEAF_HEAL_10249.jpg,Healthy_Leaf,3,0.7214,0.0576,0.0,14.02,train
LEAF_BROW_10250.jpg,Brown_Spot,1,0.4926,0.2492,0.2718,40.22,train
LEAF_LEAF_10251.jpg,Leaf_Blast,2,0.3705,0.2978,0.1736,66.42,val
LEAF_BACT_10252.jpg,Bacterial_Blight,0,0.3846,0.3776,0.4135,33.69,train
LEAF_BROW_10253.jpg,Brown_Spot,1,0.4588,0.1362,0.2371,46.24,test
LEAF_HEAL_10254.jpg,Healthy_Leaf,3,0.8371,0.0176,0.0,9.3,val
LEAF_BACT_10255.jpg,Bacterial_Blight,0,0.4475,0.3747,0.3937,45.05,test
LEAF_LEAF_10256.jpg,Leaf_Blast,2,0.5472,0.2552,0.3652,43.66,val
LEAF_LEAF_10257.jpg,Leaf_Blast,2,0.455,0.284,0.3581,53.66,train
LEAF_BACT_10258.jpg,Bacterial_Blight,0,0.4436,0.3319,0.4239,33.1,val
LEAF_HEAL_10259.jpg,Healthy_Leaf,3,0.7136,0.031,0.0,11.63,train
LEAF_HEAL_10260.jpg,Healthy_Leaf,3,0.7409,0.0576,0.0,13.71,train
LEAF_BACT_10261.jpg,Bacterial_Blight,0,0.5849,0.3969,0.246,41.21,train
LEAF_BACT_10262.jpg,Bacterial_Blight,0,0.578,0.4673,0.4639,41.73,train
LEAF_BACT_10263.jpg,Bacterial_Blight,0,0.5275,0.4134,0.3032,35.03,train
LEAF_BROW_10264.jpg,Brown_Spot,1,0.4303,0.279,0.2289,42.1,train
LEAF_TUNG_10265.jpg,Tungro_Virus,4,0.3001,0.4728,0.5413,29.22,val
LEAF_TUNG_10266.jpg,Tungro_Virus,4,0.336,0.647,0.3686,32.85,val
LEAF_HEAL_10267.jpg,Healthy_Leaf,3,0.773,0.0192,0.0,13.51,train
LEAF_TUNG_10268.jpg,Tungro_Virus,4,0.3143,0.5731,0.5313,30.31,train
LEAF_LEAF_10269.jpg,Leaf_Blast,2,0.4896,0.3507,0.557,59.53,train
LEAF_BROW_10270.jpg,Brown_Spot,1,0.6468,0.2812,0.2397,50.4,val
LEAF_BACT_10271.jpg,Bacterial_Blight,0,0.46,0.3788,0.3863,33.37,test
LEAF_BACT_10272.jpg,Bacterial_Blight,0,0.583,0.3546,0.3409,31.0,val
LEAF_LEAF_10273.jpg,Leaf_Blast,2,0.4088,0.2223,0.375,62.18,train
LEAF_HEAL_10274.jpg,Healthy_Leaf,3,0.7075,0.0179,0.0,11.59,test
LEAF_TUNG_10275.jpg,Tungro_Virus,4,0.2708,0.5146,0.2406,30.36,train
LEAF_BROW_10276.jpg,Brown_Spot,1,0.5437,0.3341,0.1749,52.0,train
LEAF_LEAF_10277.jpg,Leaf_Blast,2,0.4042,0.455,0.3234,52.89,train
LEAF_LEAF_10278.jpg,Leaf_Blast,2,0.395,0.4142,0.4361,47.63,val
LEAF_LEAF_10279.jpg,Leaf_Blast,2,0.5162,0.3781,0.2916,58.63,train
LEAF_BROW_10280.jpg,Brown_Spot,1,0.5677,0.2284,0.1668,39.94,train
LEAF_LEAF_10281.jpg,Leaf_Blast,2,0.4392,0.3133,0.4019,65.03,val
LEAF_BACT_10282.jpg,Bacterial_Blight,0,0.3939,0.4488,0.2957,43.99,train
LEAF_BACT_10283.jpg,Bacterial_Blight,0,0.325,0.2954,0.226,35.36,train
LEAF_BROW_10284.jpg,Brown_Spot,1,0.574,0.3016,0.2083,42.79,val
LEAF_LEAF_10285.jpg,Leaf_Blast,2,0.4821,0.2222,0.3454,53.44,train
LEAF_BROW_10286.jpg,Brown_Spot,1,0.4935,0.295,0.2667,47.13,train
LEAF_HEAL_10287.jpg,Healthy_Leaf,3,0.7251,0.0471,0.0,12.74,train
